account,nonce,index,credential_creation_date,credential_valid_to_date,credential_count,total_balance,unlocked_balance,locked_balance,baker_id,staked_amount,restake_earnings,pool_status,pool_metadata_url,pool_transaction_commission,pool_finalization_commission,pool_baking_commission,is_suspended,delegation_target,ip_identity_credential_0
4UwwXCVrWSMSRBdQmas598GNmo7dgvMpJqnKF7H75o8wV4AbV6,1,103513,2025-11-01,2030-11-01,1,7246.098213,7246.098213,0.0,,,,,,,,,,,2
4UxJQEmQ7yEzQ6R6R2oMZhuzLgJtUfjqrWkvPmvvLJxPSus5BW,45,99263,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4UxXE2cFfKRVoosK3Qt3T6oMgUER7phGUrFTbYd2WavXYNuqNw,1,94953,2023-12-01,2028-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4UxjnJqo2obe627Q9bBjVdfd1J9SZGYCgMwatb1WrsN7JJYrzG,19,86584,2023-01-01,2028-01-01,1,19489.528461,19489.528461,0.0,,19000.0,False,,,,,,,passiveDelegation,2
4UyLVygFXr3XyrG7WppTnjsJSm5VXA9sttrS3nXZL4ZMDEHW2F,1,58444,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4UyYaJz9ChPcRQpb1tnPhPczdFyu7PZcEjJLJdgZwh3xaNeZ4K,1,26110,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4UycLDB3EWnYDny6iA27t6vHoRDJvUUnAptZwCzmNWQLRi7mKA,1,97291,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4UzEowLY3e6cxAVzxM3AuLARXMk7T8VZ4sF4FyBjzLd3wqH7YF,1,88307,2023-03-01,2028-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4UzLpQE5mjsLZ1pByrQHQdL2UdP8iVs2KqpV1NTPHyuhpVFzZ1,1,87798,2023-03-01,2028-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4Uzf4YUPmEWa1xJyiDhSRByYSxNcrPSzmL9Gk83WzoJBaFcFpe,1,95244,2023-12-01,2028-12-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4UztSdDYi3YA7v2jWwyM5A9usqPoLiGK6xnqmhzKAtGzunA6hB,1,95016,2023-12-01,2028-12-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V19LuPEjh9vZCQ8sWZJ9Q7MNnSRenKAvCtt8CmuRm7Z2PVbRF,1,96060,2024-01-01,2029-01-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V19fdV2vu2Covr4gec6FkR72mBvcyiFPE2pX7JyjTXWvqrrjy,2,86295,2022-12-01,2027-12-01,1,1719602.471438,1719602.471438,0.0,,1719549.975938,True,,,,,,,passiveDelegation,1
4V1KXjGRZZohTfG3ZD71qzwhKdoHz3caeC4zvbBfvUjjhtmd4q,1,464,2021-06-01,2026-06-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4V1rhC4ybgQWMgHCFngKajPimNZ36JAut58FkemJ3R69WqHjd3,1,86260,2022-12-01,2027-12-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V2WjKmiZ1uVcWwpCLrUcSk3bVX1Dd8TZVvVgubHFZku7yUohS,2,102602,2025-08-01,2030-08-01,1,203791.333755,203791.333755,0.0,,203791.327705,True,,,,,,,passiveDelegation,2
4V2erDEsr1cRmsqmVaJGnK3SH8cRL491A7CU17TYuGVwTtDvnk,1,92997,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V2rjZy1KwUuo7JMLBgSpN2ZShjiJTY5qXvYdaPabGj8WRQVBG,1,98445,2024-04-01,2029-04-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V39zV6Wgy1f47ffWybCjdKtwdPPFihBj1QFdRR8ktCVCnbwDb,1,104152,2026-02-01,2031-02-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V3NuXeoGcGoYZL2viNTGRuYpDkDjm6iLv6EDYUH8ZZzBw2HMA,2,90670,2023-07-01,2028-07-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V3TTfCcLC3KCfAicZoTXVNxiKR8DBvHx1uKRLZKFgfeW96swm,6,99744,2024-07-01,2029-07-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V3bCFTzy3mnVudDwV45GhmkSny5MypYVfYMEgwASZcAff1vLm,8,100306,2024-03-01,2029-03-01,1,4.031214,4.031214,0.0,,,,,,,,,,,2
4V3vvNhdpYdpTxc3HmA6NM1R2W3Vw1e4ztBYaCqAeHaQAHRupr,1,97776,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V48ALTpASN5PMzpdhogqgWD4kjZYj5q5Z44f9i2BJpchKcGRc,2,97046,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V4XKJX7yH5UQ7kFXqnqSQ6PTgGRdWXxKvbRVWPSLEP8n7272u,1,97820,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V4k5bkW4Up6u2FJFe8ktkaDPGukTXmnGgmBXFSt8yuJWyh1vm,2,92623,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V4t3cR3ccVVVgpZ6hkAuYjnJyzZUYDHXWEGFNiVFSXbeHY1zB,3,87805,2023-03-01,2028-03-01,1,52.482152,52.482152,0.0,,,,,,,,,,,1
4V5YjyzzStv1bZUvCUvL5yGKJrsqpb3AhASf3e17eA1v6J67nx,1,103617,2025-11-01,2030-11-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V5ZbC6nZApwXmvVYCnu1u1R3KDmVecWw7k7tuWzztZSSXKxcF,1,101830,2025-04-01,2030-04-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V6BQRmX8xo4RMPj9DnzSexo1HRxjZK9yvZP1h7Lu5b9xs67we,6,102532,2025-07-01,2030-07-01,1,9850.077505,9850.077505,0.0,,9839.695988,True,,,,,,,passiveDelegation,1
4V6JjJ4wq1EpiEwFqExr8yL8DBzik4KdA88RLgQC2BQRxVdukU,5,91165,2023-07-01,2028-07-01,1,0.664164,0.664164,0.0,,,,,,,,,,,1
4V6kGnaKJHwbYbmx6rsodpPycxzef9ceAymBXCGaqTjGd8XhTT,1,37262,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4V6wkPfVMPBXbwNgtNSi4RLQdffg3xxGhY4ienFWqcrA5RC3Ai,1,89771,2023-05-01,2028-05-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V7A3cxi11P6sTJQYYR3P1bdeesf72R1gokvdy4BvQCw62bZRx,2,96675,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V7DSTeFHcZpRHaSbaRoWEnBi6ijnKZf9yQef2wufFvue14iKF,2,75610,2021-12-01,2026-12-01,1,0.002166,0.002166,0.0,,,,,,,,,,,1
4V7FnNFsD5ym1EV3f2mQEJ7y6fKGu9WaFTErduwfYAVaWDk3vk,1,76121,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V7Go1bMmMaGJ5BNND8CWtKvtPWVAjGTiSjpdxUpTwpkBtvSuM,11,1295,2021-07-01,2026-07-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V7HuiBq4w12rqfdcQttn7QAESowym9eTmVBZQjv3HQ1pkjL7d,1,102362,2025-07-01,2030-07-01,1,45938.449018,45938.449018,0.0,,,,,,,,,,,2
4V7v8tcszr9qUWztozHReredqnRzuUZwxeF7TvcXVjXUkbEY4n,2,91367,2023-07-01,2028-07-01,1,0.018043,0.018043,0.0,,,,,,,,,,,1
4V7z81j7ZA8rkxuaoSiZaF7AYpSX1L1tFWKkXr71VV3UJsrrB9,1,104022,2026-02-01,2031-02-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V8GCssqEECPUiqw81Y1Apr7boeko8i4KZmnoLQMwRKf2859iX,1,95493,2024-01-01,2029-01-01,1,100.0,100.0,0.0,,,,,,,,,,,2
4V8QA1Cekwta3RJrXxuGyqPxEuBp4r2ws9xpiVevXbhP2hhNcC,5,82426,2022-02-01,2027-02-01,1,55.570314,55.570314,0.0,,,,,,,,,,,1
4V8ZCZLkJMKYQ42R4XHHoRhPjBQHV2TmtFB1DD6fhoCFsr2FXM,12,87985,2023-03-01,2028-03-01,1,60.025326,60.025326,0.0,,,,,,,,,,,1
4V8h2fAP76krEhNS3xsGQKQur7N5UJNRG95XZsPGG9sUjBpZb6,41,3204,2021-11-01,2026-11-01,1,61.508789,61.508789,0.0,,,,,,,,,,,1
4V8m1opGZ1s2qVNViwZEgmvuRrnCJDdMuDPKucKw5hzVLM2Btn,1,81282,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4V8mLQsHFk9jSUyAgQARmWzG7JVTqc2xKb1vBwRwj332sn9M35,4,88841,2023-03-01,2028-03-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V8qXmM58gP9sjD1MxbEo82wNV1u7AmKrfujdt1396er9JPobP,8,95541,2024-01-01,2029-01-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4V9ECPyiMsZNRcQuL7tEz2KQifP3A76JUMq97EPnumJhTHDsbm,1,77258,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VA3VWtUvreng9mJCt8MJWULmW6gGPg3CJCkMmvzHziYr3wMjk,2,91775,2023-07-01,2028-07-01,1,0.036788,0.036788,0.0,,,,,,,,,,,1
4VA6n6YyX1XDLQcsL7Xoeb3Km7JpPBsz8BeLLxPg8kDkZR1bqW,1,101575,2025-03-01,2030-03-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VAGnV91pqFPPSdx7hBQFFtnqHmEtajpXFYrVKPwQiyf6Zz6jr,1,89529,2023-05-01,2028-05-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VAJeoWk1mCyDS7sSYR9F1kvhQHKYGEwgn2o5kmPSWtUpSJc9W,6,97929,2024-03-01,2029-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VAUxMqkiGeoKrc5evupbnpL5YpJ4d8wVZZjtTD5uAnQRs4XU3,2,92220,2023-08-01,2028-08-01,1,0.005467,0.005467,0.0,,,,,,,,,,,1
4VAv5gRgonEQHJciFvxDzcjZYF7nLdXjDYo7AaH17EWmbyMLqm,2,75173,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VAvBkog89ocGscqAivAX66L4pNEJYtLN3dSMq1FwksQK4GQa7,1,67807,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VAypZyxFi2mXy3nrUq9E8iEFnT7vhEZfSMtdrdrtharDXA5Lz,1,76308,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VB6NVwytA4bvgQaQcUHRsX1gaf1oAu3f4dGZqznnhp6daCUhT,1,25120,2021-11-01,2026-11-01,1,39.000001,39.000001,0.0,,,,,,,,,,,1
4VBa3BpAcxvpiomoJTTY84sF3qNdYfGSQZfj1NW37uANqengDp,1,87980,2023-03-01,2028-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VBtMNDgMdB1rn3Ergam8dFoCseiipJFJxq6Zd3geDzcdf6cPW,1,97171,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VCHzSgj881muPeq12rjkuxeVtSqLHVowt2k6gtPFCBygeHfyG,17,95367,2024-01-01,2029-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VCKvjuXw2XNZ4S86bgq4Fu5GEXAgMoHxVtTztSNQWatoKEMpe,7,99968,2024-07-01,2029-07-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VCkgspNqdiEyVk1ZHNPhTvuqrNdbNk3jxssN1uvL7yvxWzyjj,2,74279,2022-01-01,2027-01-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VCudYen71aN9b4nJodztSPwidc8ocpyoynnwwtq5ri9ExuWMo,1,98904,2024-06-01,2029-06-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VD4HvrgKesF8db6gyg5hvLUAoT56ARyKmfnx4Nm3jZiuyBZDN,1,84702,2022-07-01,2027-07-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VDDAr5GNGgdEYwNawpEQy2e2Hjpnf9sUjbKjnjjRXGYo5fscw,1,81743,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VDYHdHSBjDStPNcPjvTsEeZ2HEyam7fYC1QoE2o92CNrs4oKB,1,82875,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VDZqEhCHzvr4dVQn8iZq5pU5biJQA2Nz7FW4pmeP24addDYay,1,75953,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VDfnGoAH8dSXeKJKMi6vSkrgLHDPGgmBY3sV9sFvRqM9zfVGQ,1,100213,2024-08-01,2029-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VDpSDQB5echgTgi2DyXY7Zri7V5E6CSs6Bdvwb4DXxXETFuAC,1,102691,2024-12-01,2029-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VE415GBWwgwnstp7xXvcEmTCszxv9BEEfqu39EcdQLp8CscrB,2,74133,2022-01-01,2027-01-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VEVCGggAcvFSYR9cFTDKgEnfBkEjtwJMuEUp2oEtYCEtkfA3r,1,93295,2023-09-01,2028-09-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VEXh8YcANEBWJnw3fBGS7mgyjoNfV5rRPYDQiymLwqYTi7Son,1,89286,2022-10-01,2027-10-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VEZXyYJveXu6cjN6PPrsCcoB1tisB2kErGY66dTtaW7yZJ9H1,5,103317,2025-10-01,2030-10-01,1,6436.497922,6436.497922,0.0,,6121.096978,True,,,,,,,passiveDelegation,2
4VEqjNtaQijZGiAMNZf9NBRMbt3KMBPX9YhhzR65R8KQ5HTTxh,1,99496,2024-06-01,2029-06-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VFBc4X2GUf58StFALMDuyP8qzEagJDdqiADFuCoBgRNShkxDJ,1,78561,2022-02-01,2027-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VFaBV1YJU3x6NNLdqo5gCUHFYkBJx9NPT2TxpYTRSzuFa3BdE,1,79590,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VG7iSzjMwjhqMhuGkHtMiJZNSyKw6SqvoNaPhiXF6fW1ZsYR8,3,86728,2023-01-01,2028-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VGDHtvMrjkXe8JdSHmyraHrTU2raEAnhTabSRg4t8VDY63e8s,11,95755,2024-01-01,2029-01-01,1,260.993753,260.993753,0.0,,,,,,,,,,,1
4VGFPKdLzYo6mPpERkgJ4raxrZDHNDKiCq3o9Uw6cNkgM7wASW,3,91100,2023-07-01,2028-07-01,1,1.484406,1.484406,0.0,,,,,,,,,,,2
4VGQrzzR2bRn6bxRMPawHZ6GdTRbnmrupzZ8asMGhD4ZJSoiRM,4,99440,2024-06-01,2029-06-01,1,4.526746,4.526746,0.0,,,,,,,,,,,1
4VGTXrtgVpX8bZbkjeyY3EcSKwP6TaBa2zrfaZQ3pZqveH6NG4,1,42020,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VGoChz4kAYvxzwmL64mYVf3viavcQ2Jx8tXCq7xsDhn9Dzong,1,96534,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VGqQeAkckodJKrcVyuawmLqs9YtKKZb6mDjvfQWrKwKhH6RCu,1,87822,2023-03-01,2028-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VJL9bf4b3G65QpLkx7RVDwoKjCxiVuoQUe8bVzW37ZheCYKRy,1,101338,2025-02-01,2030-02-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VJMk7emT4LjsEBB9dBhLDKoVwfQ3cDkmqZ87UG5ghSD7T7ZdH,6,92120,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VJPgagJQUx4kbBKEsZc81kXteuB4sjwfZQUHDSFpMqchSnQet,3,98146,2024-03-01,2029-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VJtSQsgPi1Ft5DFN3irom113csBJeRcevgiAy3ejsFF5ksKZ4,1,86045,2022-11-01,2027-11-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VK4UYZemffVm9sidx9ABNcXCD1EEUCKyvhSTKAocXLxrDNg1o,1,99654,2024-07-01,2029-07-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VKDXHiTWKHwRHuNeTythnVoURmwh3wmujTMqZy7SpE3Ua7QBS,1,78733,2022-02-01,2027-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VKQrg5s5oKHH5yK1sAZuWM1iYdCw81Xr3dXEinwjLmewqwq5j,1,103547,2025-11-01,2030-11-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VKbNRKMfwFCxkGrMbKqm6RjEp9fKy6QfQqmxBeDpJ6ci8rjmg,1,94809,2023-12-01,2028-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VKdVfkRos4G1hapiGZhNpqRAJm3Q9beY9Fa4BnrHCXnH1HsFy,1,29289,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VKeXhkP32nkap1eoJqFmCgzW4Z3bAfjVeR6C1PyYT53JXiFX4,2,98404,2024-04-01,2029-04-01,1,8.96749,8.96749,0.0,,,,,,,,,,,2
4VKqSt8e23BgRQrS5dCLucDnmnMTzSdc8Mus9xtqL3uc9T8uHj,7,87575,2023-02-01,2028-02-01,1,0.188508,0.188508,0.0,,,,,,,,,,,1
4VKsSd93LKwZCgC9ZrhrkUVMD2sR88Xa9nMSEYy71sbo15yfQU,1,76513,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VL5r5e44qD838eDB7fJo6b2XuMyBSDBNYnG8uiNoeDxQLEUVU,1,100309,2024-08-01,2029-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VL61SMfy1G3x1Qs7Ecq73rfguyMJNgPXyoapp3UpLob4Ss7WC,4,92299,2023-02-01,2028-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VLHAvernNgVL1wnLZsBpaEtpZCzg4KGMpvXuiec5h5HzTMorr,1,96140,2024-01-01,2029-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VLn1WbcoPpZTrVxV577LG2bneKEdLUvHG14pHrF3MNDbGmhVe,1,94023,2023-10-01,2028-10-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VLyw5HAZLABQLcxbeUbJPBRAtTiH5QbmxVTHJaJw28ZN39z8c,3,96857,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VM9UTHLnkhF4PvJoykjuvV62ewdAVBsDUzF4mNdB3EnxsxKdk,1,101303,2025-01-01,2030-01-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VMgopkptpaz7z4LgbxTTW2cLyQe2wbXbg8yoZZ3aPP3CzFwjM,2,92228,2023-08-01,2028-08-01,1,0.005467,0.005467,0.0,,,,,,,,,,,1
4VMhuYMGGYkxnvuKVCXSYs11vsLEMg4VjNiiWw3TXm3aQbSWEA,2,87459,2023-02-01,2028-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VMzr1XY8btXKtD5TuS7sHkuAUxHQmySEUSg6ngSj1zM85nMjK,1,89961,2023-06-01,2028-06-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VN9qgJo9zG1MjD2obaajCwUEJNyquBQ4GAoypxr3U2pBeCFoc,1,87282,2023-02-01,2028-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VNBzmt7qZS7Vz9Xi2v9X44kDoXWC3hjGrFCZCSfvnrKwL28yr,1,89038,2023-04-01,2028-04-01,1,92939.036466,92939.036466,0.0,,,,,,,,,,,2
4VNXj8y4oNHREYSfFhESBGgVkRcrYcKsBA47VFBcLg4CVDhAtn,2,92858,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VNgYcGrwyfSfNNtedDay1UByLC8UxaKuAjYZku2a9HtGTjxnY,1,99012,2024-06-01,2029-06-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VP799zPkzf4PCR8KKLs7CZkFx7unirqwCsrfCkfuo7HCFp9Dp,2,70157,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VP8zSWKHdyi8bQRYg1PCA4nqM7NR1UArfxPvGu3Eccpb5Dh7a,2,88367,2023-03-01,2028-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VPHB3Da6fB1b4P2MDBm3aqDn3Lm77spgNyYVM5AfqNqMdxUwC,4,90692,2023-07-01,2028-07-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VPJD1GDZ5YSFt7JbKfWNCcon5q1gV33f9v23VDJdCDnukMQeR,4,104079,2026-02-01,2031-02-01,1,173552.147624,173552.147624,0.0,,173552.147624,True,,,,,,,passiveDelegation,1
4VPqDiSoM9wAdwag7SpDToKtyRz5eBanCgf6L4RMHnxvm14UbQ,4,90640,2023-07-01,2028-07-01,1,0.159394,0.159394,0.0,,,,,,,,,,,1
4VQQ9VqhhaoQQdnEEXjoD29krV51CYHgnc7GuJv5cY5ad2MobZ,1,86880,2023-02-01,2028-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VQW2iqMvwKZPVTcKmKb6AxZBrCKo1ZFRjabW1pzEEJ6Tu6qY5,2,99767,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VQhWyPyiC6zVxmi1D2rtL21ubcDRNMPvnMgJTEPwmiDKB9PCg,1,97657,2024-02-01,2029-02-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VQydAaLZJPF2tVGGRVN5UZZjwJ8WjuzH6UWqZeFxnpgvurWv9,2,85107,2021-11-01,2026-11-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VRVADwzyTJwBKaXRue5QP65J5NQjdrmJ7LPXCgHsoCThGQP7X,2,91802,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VRbojaf7kfskpmKsAbXRv4vER7V4zPTShx9JrTtQ8aAUwWyZo,4,92915,2023-08-01,2028-08-01,1,0.14781,0.14781,0.0,,,,,,,,,,,1
4VRfzt3v2v6WpE4ymKnPWGMRg7yfbQ6dL7ZM7rk9B6CgcE7ivf,1,78285,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VRgoDnCnQCMDBEJMFn9VdMCNZtELxZ5zoQ1fmtf27Nf3jZzax,7,103504,2024-10-01,2029-10-01,1,11168183.06505,11168183.06505,0.0,,11000000.0,False,,,,,,,101895,1
4VRwtCBXRkoZ55cNcc8FdywSHHu49WDjhgZLVnhmooqj2Zbm2o,2,84661,2021-06-01,2026-06-01,1,15.461967,15.461967,0.0,,14.077295,True,,,,,,,67260,1
4VS6zp25hRnwayX2S7zSJrPcEFL8WG7ptFTaspugmpSnEUaHKu,1,23448,2021-12-01,2026-12-01,1,39.000001,39.000001,0.0,,,,,,,,,,,1
4VSQYFG7s4eP5Ddzv7sboJFzYn1DCyetSmvivDV586Xr7Esp6C,1,38210,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VSShHMPXdfwS84229xKZPWQak9JnpwPD76aNLSBFf6JzKtpnU,6,89304,2023-05-01,2028-05-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VSXoCCXj65ds3ruXxfbA8XLQJfDv4hY7TPAizWXoKszaUGDuL,1,68405,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VShsY1b6NNhSK7fSu7VWVR6KobvyuBkETdpkxma1ZF3eqBBej,1,104528,2026-06-01,2031-06-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VSrMEGuMg9HrNsUfuvwXEGaFWQ37W9UNyppZ7jMM62EfMHWdK,2,91568,2023-07-01,2028-07-01,1,0.049048,0.049048,0.0,,,,,,,,,,,1
4VT5DXeYFh9r5TCn5Afztfiap3gThKrU4f1TER3tTeQF6U1rzx,1,100323,2024-07-01,2029-07-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VT7mTcQzoBXSjVctPpJRPSyuHy3e574ScanQR7YQJ1GisXHta,1,32493,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VTAqv2NwpDVeKrGyAuUA3GhZLmd5BEadAW48kTyUXJEcZmp48,1,99574,2024-06-01,2029-06-01,1,69399.34,69399.34,0.0,,,,,,,,,,,2
4VTRMocLfRF8zw9Gfji3BrjdwZ6hvLjBbSkmU9b66esuGccCXJ,1,103202,2025-10-01,2030-10-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VTReJBFQUqfbqYXzGmtE9uhZkNWZHdFC8do9xsN1qjQsxMifn,1,26865,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VTi9yD9zd3Xu12Rn2ad7PLmg5ZsxFDKNN5qbtsUAmKtrpSDxB,1,89852,2021-12-01,2026-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VTqXLm4A2xnmuYB9LA5JgTcf8BdqDvbx4FaaLSwiyVLpgdpoW,1,88408,2023-03-01,2028-03-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VU3fmBcPwrCiBrK7zfcKDrLYw5n9cqadgEKnMvs6XBCnUyGoZ,2,92560,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VU8VJEk35mXeXCYbXcnb2387ns9XwNn6iWDnMJq8N2PAmfmKz,12,72629,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VUxLGijjwNtfYe2ZHC5Ee2oFhUkCSMHJeYFWXbRfwA86sVDpc,1,85391,2022-09-01,2027-09-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VVAwqvWY5otToHbb7Hb7BJfBxuNWC3L251WqGZ6FJqZrRwTNZ,2,77128,2022-01-01,2027-01-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VVbADdf9f1SehcT6TRkWffwrs1LQLJBaMsrMNbYQL9SeKrPas,1,36658,2021-12-01,2026-12-01,1,1e-06,1e-06,0.0,,,,,,,,,,,1
4VVch3VuH4mepHeoAi7TsmY7LcdJ1VraM1mb9cjtycgFniSddG,1,92543,2023-08-01,2028-08-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VVsDTTxaK1jxNfMwwv5JJWfsPRiqT8Mh8d27Z9UdemsmjGvBA,1,94512,2023-12-01,2028-12-01,1,0.0,0.0,0.0,,,,,,,,,,,1
4VVu6fEHyrCHPckMCEGYvYyMcdksuGmzMDZ2RQisYtkRpf6bnP,1,98393,2024-04-01,2029-04-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VW5LmCkhLJM6UALL1DX51j6gby2cbosiQWuUPNs6fCDLkYyAR,3,97954,2024-03-01,2029-03-01,1,0.0,0.0,0.0,,,,,,,,,,,2
4VWURksS4JQp4CzXM2D2HcSvFMNbMemgNgoPVQfkqY5bmdNKte,2,12479,2021-12-01,2026-12-01,1,0.022167,0.022167,0.0,,,,,,,,,,,1
